Churn,Age,Monthly_Charges,Support_Calls,Support_Ticket_Status,Tenure_Months
1,54.79630108058047,106.81938918332254,3,1,50
1,52.81987240899436,68.44706128341471,6,1,18
0,47.49248616284284,43.609462383819,6,0,4
1,56.303761299265375,66.85926876617256,7,1,67
0,31.84245407613848,68.71362186571314,1,1,22
1,47.00098339943169,52.75428479839344,6,1,8
1,37.61595215146305,21.286062190158688,2,1,26
0,60.62573724951049,75.16709952668064,2,0,56
1,82.15777301716717,35.73856764227738,6,1,36
1,38.395185376649785,115.54246116371982,9,1,49
0,57.04122255969599,76.4665719822983,5,0,42
1,43.91402431392965,115.41400220493924,4,1,15
1,34.39607822586947,98.85790076735717,5,1,50
1,49.68841780422791,34.35051688413177,1,1,31
1,55.25874423016378,75.85069876190231,8,1,9
1,44.104609555690686,59.586990233918954,2,1,13
1,54.09490152823249,109.17326608240916,8,1,35
1,46.895177963168905,47.65193190935315,3,1,5
1,53.72047022268551,115.38264855209492,7,1,31
1,48.676661478473974,93.24329138015196,7,0,66
0,49.51604841710666,27.92743509725944,4,0,40
1,48.09421404885351,64.10763998335594,7,1,30
1,56.23231738533339,117.20737768728218,3,1,47
1,82.50236742896817,116.39358691620309,5,1,44
1,57.04109717903417,91.44016112664968,1,1,56
1,54.39719176430517,33.87399180763265,6,1,34
0,39.57593060810175,111.47969182519627,8,0,16
1,19.087484340855823,114.76813395770284,9,1,47
1,31.536854208469286,113.61649999813068,9,1,17
0,55.16774664029735,107.40011924596412,1,0,26
1,43.67186684247178,53.0719695787781,6,1,29
1,37.67525769564162,92.23675473256071,6,1,53
1,45.62021141929823,115.484701390637,4,1,45
1,42.96179901727511,115.29283291534418,7,1,62
1,42.03207982963424,27.05295940402021,7,1,57
0,44.7734834995253,85.28607786527509,4,0,46
1,42.611149378078814,103.13660951891441,4,1,32
1,30.58791547326775,28.673028100760504,5,1,58
1,39.12573964813113,44.76358371200346,1,0,48
1,44.87782317948562,77.59149224886205,7,1,61
1,42.327531583998635,62.551131153921915,2,0,4
1,81.0338440162623,90.68977951491668,5,1,19
1,44.198549985389356,42.8917582124671,9,1,66
1,43.70955956441371,67.25269603936044,7,1,71
0,59.4448524909003,114.75729160193067,6,0,27
1,34.27986316317352,61.19674749139396,1,1,71
1,43.08421835956437,90.75735852993004,8,1,6
1,59.90289209368264,30.121911937052708,5,1,28
1,62.593573419641686,72.10485565366957,8,1,18
1,46.85093882011501,52.61764861208676,1,1,24
1,57.92227467888111,47.26324443914163,9,1,62
1,35.46348909117209,74.84113959140934,3,1,21
1,49.91098916505865,76.71094290089775,3,1,63
1,48.57535805398507,102.96096103893525,9,1,19
1,45.50383042883102,21.896539857785072,7,1,33
1,44.586975974129125,78.95545005956564,1,1,38
1,60.94344258976324,51.39198748821899,7,1,23
1,49.90102194642783,32.52095298472624,9,1,13
1,66.02655393111797,51.527585670633066,5,1,16
1,42.11980048820996,109.38631485389256,3,1,60
1,39.30622316989756,37.57866458943628,9,0,50
0,42.16337751092272,89.17721413469961,6,0,63
1,51.56134033489036,65.0850573355752,7,1,63
1,49.021614288812216,50.557384488073616,4,1,43
1,73.29723098098474,22.386858961602066,6,0,22
1,47.197750251201164,83.66447906804763,3,1,10
1,45.905240227094694,118.14404085553302,6,1,4
1,41.570331472199186,38.421993983081684,1,1,25
1,49.5907577583301,96.37440628677983,2,1,37
1,56.901474014428544,41.538384889969564,2,1,41
1,55.70402281381584,44.30400263116815,3,1,2
1,20.836863348758605,101.5349471359856,6,1,49
1,56.83140437193427,51.921884809090784,7,1,70
1,59.39177479880059,89.29981825751754,2,1,58
0,44.700592523973086,87.82774853202157,1,2,67
1,41.90684193528766,85.99424546484619,4,1,68
0,31.072929920404807,33.418449555749255,7,0,48
1,35.92310312231143,45.26348368298269,6,1,49
0,48.25658613783464,101.38803284301623,6,0,41
1,40.940655215502765,117.76963378852439,2,1,62
1,41.303948278975874,77.74776580400798,4,1,12
1,34.83834801675759,32.78552908576294,9,1,60
1,47.73850065536833,23.640339882962294,3,0,31
1,48.753096950605766,26.205388803761657,3,1,29
1,42.373060167885185,111.63415410383465,4,1,28
1,55.679559974856176,57.56717639647968,1,1,54
1,53.547237436038884,78.29020637640127,4,1,47
1,49.05224257079797,49.133449707838054,3,1,46
1,31.343989379294175,89.272150779537,7,1,7
1,47.6933373197765,40.30169831056888,2,1,4
1,43.74341125060914,55.687941246605504,6,1,48
1,48.624245079538284,100.23357796535664,1,1,50
1,45.814287636689016,98.48608266478708,9,0,36
1,48.86136135660951,53.192473343919794,4,1,50
1,55.69400855000692,34.87780616795046,9,1,10
1,41.781016896317624,22.45600569133524,2,1,29
1,50.32886709520305,61.23977232504333,8,1,14
1,50.52165057527736,111.3658413906335,6,1,35
1,49.53568163578841,105.35303691902462,7,1,23
0,36.52729984657662,30.361118708973727,3,0,38
1,41.99102597514174,71.97727544886109,9,1,66
1,56.70936371387086,30.306939459587884,4,1,42
1,59.57193589865576,36.409296219821016,8,1,38
1,65.80676459482905,32.35766434272166,4,1,54
1,63.02616521695653,80.74194288304939,8,1,44
1,53.18453082901393,115.36718100713298,1,1,66
1,47.632810674215776,33.44522003145923,9,1,44
1,51.79375867267428,91.91717718516385,5,1,48
1,58.588453898510075,78.68176902259476,8,0,50
1,41.24633166108123,51.55602900332909,1,1,36
0,44.8476681417993,72.23950577315442,5,0,61
1,42.57038556198211,57.60143814545963,9,1,10
1,55.910832281674175,24.51276608666369,6,1,56
1,48.73269939237356,55.76855901634196,3,1,3
1,51.31879524893765,113.95627318781365,6,1,21
1,28.079181678515337,50.92181442706031,9,1,64
1,45.06425679184308,68.15722056950567,5,1,59
1,61.86095921391956,52.39824220706051,4,1,34
1,36.691850141870766,47.582485076557084,5,1,23
1,44.142431528087286,94.76709745974529,1,1,57
1,52.7168878341718,95.30010842011771,3,1,21
1,58.099143580760945,99.69177031399833,8,1,2
1,55.62703823781223,101.4240534752112,9,1,14
1,39.82606084922398,20.13967028328502,2,1,9
1,25.670327199057297,113.31034474471785,9,1,22
1,26.784174239194186,69.466877858956,4,1,41
1,44.67261839783935,80.88742106744978,1,0,67
1,38.16789357656166,25.942238822913993,5,1,7
1,53.81833745876998,66.78763609256535,2,1,45
1,59.12145938931865,22.655739477785545,5,1,52
1,60.25527570534356,75.77572618575903,3,1,58
1,50.96893038990678,111.56445911223273,9,1,70
1,39.211039279745805,94.11038410349458,4,1,22
1,47.94064073187573,25.626450126182025,9,1,16
1,54.29625415013698,81.42411234529418,9,1,56
1,45.34865370360879,94.12202546207195,1,1,40
1,58.55416088041228,84.16462954055514,5,1,5
1,49.49512643597275,82.07512079353594,8,1,37
1,57.90234371815694,108.08418324705825,4,1,16
1,44.4969940610077,56.815968420411316,7,1,27
1,38.656790358089154,57.20898596696966,8,1,26
1,49.273689919235856,27.14022757963464,8,1,30
1,41.56248065681437,91.69407075402044,2,1,40
1,40.57833240845566,23.001384357325655,5,1,56
1,50.90685927797356,118.82527541887845,8,0,41
1,41.88662565559663,118.67920783291757,5,1,47
1,47.15826185759728,85.81069613369046,5,1,28
0,27.137775074529827,119.19153910435526,3,0,42
0,65.92000121169889,69.49544462181852,8,2,33
1,52.8568721943105,111.94738232722825,4,1,61
1,46.900744382714166,108.87986521767716,9,1,45
1,48.62649362016772,51.28214957121204,2,1,44
1,53.98650047798566,82.60586848706703,3,1,65
1,71.56758045436702,90.99129914275794,4,1,51
1,46.34820971826987,58.907290823466724,4,1,11
1,62.930124018002815,61.328339409542124,6,1,57
1,55.527231404430395,91.4976253770822,5,1,25
1,34.84657708607472,38.16394434245463,1,1,62
1,50.52377085989052,64.54554302069666,4,1,52
1,49.90081909138755,37.190969194577775,1,1,59
1,55.98626584871928,37.58697403279507,5,1,28
1,47.082402953796404,35.07246876037585,2,1,7
1,47.63143204541806,81.8240702371484,1,1,6
1,58.05140418294173,105.15209307039692,9,1,17
1,36.09025855269678,65.37166376828904,3,1,71
1,50.009946087650185,39.831130076375366,9,0,26
1,55.016375602080586,73.66809483364865,5,1,40
1,50.693715053186914,28.136057607190494,5,1,34
1,55.21849865818877,109.9233922906111,2,1,50
1,47.93011702451461,112.14307681557422,2,1,23
1,52.09599788726383,57.523879882611766,2,1,56
1,40.441410589602825,112.93261117712288,8,1,23
1,39.951701228632615,96.69159006569676,6,1,12
1,36.378181165898155,75.98454232596434,3,1,36
1,43.334549970861644,110.98689506885933,4,1,39
1,59.656296615973446,66.38276038852936,5,1,41
1,45.694065566840585,29.816282134097687,1,1,55
1,47.38847551170838,108.81483959872537,2,1,36
1,31.856138649888806,69.20281055490943,4,1,36
1,58.40171592667514,71.54504606340191,6,1,37
1,36.84724418660397,65.2236607166186,2,1,17
0,44.88891673115871,31.390882269782278,5,0,46
1,45.988237815894685,69.88109140883466,7,1,11
1,46.29282242154133,76.41679741383581,2,1,33
1,48.72769542846881,61.49586715661974,7,1,6
1,79.65226449096417,31.90724157357189,7,1,23
1,56.79942416354465,114.76229331019684,7,1,26
1,52.72959506349053,102.78280046181251,9,1,3
0,25.080409861610775,108.99782674200209,1,2,51
0,42.03477299350047,52.267473156788995,8,0,22
1,61.678170411407876,57.311886971558906,8,1,30
0,46.43171467247085,97.94866563193548,5,0,42
1,38.59485628099152,78.92637160981616,2,1,64
1,54.40750911601524,37.62128415541119,9,0,35
1,42.26250514722642,64.41048306346237,1,1,67
1,60.06500384579599,87.31425571932125,1,1,2
1,49.05397581762238,35.885799797755716,7,0,65
1,40.543027862933414,25.17160858128902,9,1,56
1,72.30593424870474,92.49008823183203,5,1,18
1,51.40627657477795,88.4562012060112,1,1,17
1,44.5194881653552,55.67763920220456,7,1,36
1,33.83658896235832,70.48560496225679,6,1,18
1,48.204509257553624,69.95512450303441,9,1,17
0,47.34765070069645,114.15983579358252,1,2,68
1,40.38758472386798,90.23191697681841,7,0,47
1,32.208147258976005,50.020512225594764,1,1,47
1,43.16492015279144,98.48636858129579,9,1,25
1,49.32815162374591,90.80594731953659,5,1,27
1,63.446993756780785,46.90410851230132,4,1,5
1,46.831234772344814,82.19854651231206,3,1,7
1,53.705979460123984,52.32555584347712,1,1,47
0,62.84121887379014,20.50338299695306,5,0,15
1,23.868362804304397,60.004069046187155,6,1,57
1,35.72569318262187,76.87729007737006,4,1,10
1,37.56708768978826,62.912414511771935,6,1,47
1,60.88993417853439,38.01127404385164,3,1,59
1,34.928744128201416,73.86800108209486,2,1,45
1,27.936022600808315,95.37666332103625,4,1,56
1,57.4564004746179,76.42186763024225,1,1,6
1,41.75213553256842,73.68012636777803,1,1,33
1,43.29202485097693,45.0616338974023,9,1,29
1,39.22624623189845,48.171918275454345,5,1,18
1,36.720628122431734,109.58028419047353,2,1,39
1,50.90356380866514,35.86394923501273,2,1,37
1,57.54074170625248,36.07601616262573,6,1,34
0,58.615757480447414,107.74871108454833,9,2,32
1,29.542478170267515,42.912167604610936,5,1,26
1,51.07629391728416,28.867034894721236,5,1,29
1,60.1544990093715,28.35071043608856,9,1,64
1,43.118368523897516,63.093633694615264,1,0,12
1,50.287017191600576,95.77267269608471,9,1,1
1,42.578793060059525,60.262096592229376,3,1,43
1,41.65932144667444,49.338584345854414,8,1,71
1,28.90997995664961,93.29077002490962,4,1,14
0,67.07307266712726,86.79851179676824,3,0,38
1,42.437387649467404,67.61651652842845,8,1,35
1,59.1496176577961,40.63309791795721,9,1,6
1,28.732765155186023,92.07720545922169,8,1,52
1,52.17995367479198,64.50054732460045,7,1,33
1,44.36202202368334,68.03523247303411,8,1,42
1,32.44080122628692,59.61749574082195,9,0,32
1,55.53047173417993,21.17825877791331,5,1,57
1,40.65578063848565,91.61820299225279,1,1,11
1,38.4249928695137,73.66176051500584,3,1,4
1,44.90002288935946,48.55784585113389,9,1,8
1,42.63995475521294,66.04628875771178,2,1,67
1,44.81969573816066,98.03119654434911,5,1,63
1,53.91383645527579,49.74033365659757,4,1,25
1,46.07359475777331,81.48204127696513,8,1,11
1,35.67993945483042,108.27430042464435,5,1,52
1,62.87761706143273,51.06465858674322,1,1,3
1,64.77477839322657,118.10039692980835,6,1,32
1,39.04259029741109,95.38457405016025,7,1,69
1,22.325412733997847,49.05121830904146,4,1,70
1,51.80488354583527,55.86695261294442,7,1,36
1,42.17368759000312,100.38687080721188,5,0,42
1,48.708327757617354,59.42791931567754,2,1,34
1,41.289161922807175,30.40435210807199,8,1,34
1,62.033512091743695,27.69061822863353,1,1,18
1,40.15450761864351,74.87751712240987,3,0,17
1,53.562601017058654,66.93844438663713,7,1,70
1,54.037767685222356,63.00538895221254,9,1,42
1,62.92455104173731,69.79306319238121,9,1,20
1,46.194284031921995,40.156487970148916,1,1,62
1,41.55875446681668,77.20820861483867,7,1,54
0,43.45029267104989,34.3753424980065,5,0,36
1,59.71356810530101,33.20344889720582,3,1,44
1,61.84427037923797,117.05363002751888,5,1,59
0,66.22107760547325,103.02454385592397,6,0,25
1,43.8820913626277,50.33995078004257,7,1,63
0,48.10687244162264,75.98717360456695,9,0,24
1,52.481957731831514,47.44756717174004,4,1,47
1,49.09434885826687,105.14439286252798,5,1,51
1,62.91584808341722,24.924868593946876,3,1,57
1,61.532158338698665,58.67843856171969,4,1,24
1,57.355819464711004,111.86472003867216,7,1,57
1,46.37823295241277,20.271304808830696,5,1,25
1,45.25378976297835,51.28227323334165,1,1,40
0,46.71855302651187,82.68742584240056,6,0,52
1,52.05657789757113,77.62106579399747,9,1,53
1,65.86219503971299,60.488506672127755,3,1,45
1,56.23693205213269,68.37552823984662,5,1,13
1,38.15599955902918,47.02857451986158,4,1,14
0,40.6282326898433,74.23640678403942,4,0,3
1,44.96851555034661,77.87187287368936,5,1,20
1,61.685760377882744,60.45036021269733,7,0,63
0,55.83717841310693,86.9157569733443,3,0,54
1,58.33561354571004,35.56577944019488,1,0,15
0,43.522353758134216,26.912428135478898,1,2,27
1,34.25695659820457,118.65875757342326,1,0,21
1,45.634451729896526,115.96907595567527,9,1,34
1,53.91890343531879,21.295750564728127,2,1,21
1,61.01664884392122,40.01350756999953,1,1,55
1,53.549485512797645,81.87372494534763,3,1,41
1,56.75678034404687,63.849684710299286,2,1,63
1,43.91942784618841,38.50289427643634,3,1,60
1,44.86359425062102,45.7095453289619,8,1,61
1,49.09324850556756,78.20156195597049,9,1,3
1,43.82218448353029,79.78424771964454,7,1,45
1,51.638497284211695,53.08891666081628,3,1,32
1,51.18718625877961,56.71530264410434,7,1,16
1,36.79819078800316,33.53253719846408,6,1,6
1,63.24978979552722,100.08832074266995,8,0,3
1,38.76591426806295,65.73183727743894,7,1,53
1,58.12589075041884,85.34202874257761,9,1,40
0,41.631208278318006,40.99774821530298,5,0,46
1,49.217568373907206,105.3927558720868,3,1,11
0,47.08585526658843,29.933507123519092,5,0,61
1,28.78563432472986,88.5362312539271,7,1,57
1,51.26039441009887,108.41375359670138,2,1,14
1,35.980203805423855,23.24101530357631,4,1,46
1,21.302977559089314,54.4704564187816,9,0,52
1,60.55761938461479,49.090891135252875,1,1,38
0,40.74626059823676,55.45797555242062,6,0,69
1,28.467696162789416,65.40693986909456,5,1,43
1,75.72298503949767,64.54988627753866,2,1,11
1,58.13162760044855,55.449854380511994,5,1,61
1,44.22149099371934,55.35204325060087,7,1,28
1,39.8933779993627,62.315167062861434,8,1,14
1,53.14677503271424,84.31012730255952,5,1,35
0,24.162606418991192,86.30552228874654,3,2,8
1,37.183927754826996,98.96548635723012,4,1,40
1,42.344363532242426,54.67795346073088,9,1,4
1,50.48405826023083,83.12575695550524,5,1,27
1,59.89946124598292,47.83395145074058,6,1,53
0,51.20223382614185,98.53368320775587,9,0,5
1,51.487905378573764,94.23165853735651,3,1,16
1,39.13503767585261,51.45825729028184,9,1,40
1,43.89521325744109,116.19269223160869,2,1,25
1,63.25401165284382,103.3298524001712,6,1,3
1,51.8896508709251,65.37174767022869,3,1,23
1,43.70782958473163,105.43858685369105,8,1,17
1,52.52952254075906,56.80092190051286,9,1,66
1,42.02104038046116,61.614545885611044,4,1,24
1,50.26963942058431,22.364026078324542,6,1,6
1,41.55861694643617,56.06022099790679,4,1,2
1,68.36607870280078,118.62884912820662,3,1,25
1,35.34749670491567,61.09411806729476,4,0,59
1,47.103051534254675,28.701322343048346,5,1,30
1,50.25772371593929,91.40007729443984,4,1,49
1,62.71356304978807,118.53094170065613,9,1,32
1,34.93437265503394,53.493618963434244,6,1,52
1,42.12396131343884,113.12234306603054,9,1,58
1,48.43380726455989,115.67482249338212,7,1,31
1,58.93292426885648,76.6263296302112,1,1,46
1,75.39394196293193,29.410131989482007,8,1,1
1,41.67891403336294,89.15346939876557,5,1,69
1,45.765717649171044,46.224029769450716,8,1,14
1,70.88272566532129,118.29896635579061,5,1,23
1,49.38700268272922,80.88510993347089,9,1,37
1,37.63555068003089,115.88705423546602,5,0,59
1,54.14724150018322,84.27812578364143,1,1,35
1,49.282868301795105,43.12839620774899,6,1,41
1,39.34443674599027,99.29188698879062,5,1,37
1,55.961205045573806,37.948701256659675,3,1,14
1,54.71585396582189,55.04527766543764,5,1,34
1,43.60623887855057,51.871996626491374,2,1,4
1,60.966438324823756,86.97055462152416,2,1,3
1,32.636306923621916,75.16180331920727,2,1,9
1,46.62476913056095,93.30326220382598,4,1,21
1,48.726196245243045,53.0928718869104,8,1,14
1,63.74970341892517,69.30128147172647,5,1,51
1,40.338974552310845,25.448705978601854,7,1,24
1,53.84172118795421,73.08581212468584,4,1,45
1,54.29696564837247,114.61661351349817,6,1,28
1,57.491534470357536,59.86000118318592,7,1,61
1,55.1712960763899,29.315430591272943,3,1,18
1,53.62374378056098,67.09989807985389,1,1,58
1,44.16302986362523,73.85695678831071,2,0,50
1,55.385527896207705,76.81180790512877,1,1,54
1,56.6286832796866,83.16070501067607,3,1,62
1,62.2366246803009,75.6113751002205,2,1,20
1,36.835277844448804,101.9168430917393,5,1,14
1,41.31709986613959,66.82158901999355,7,1,55
1,51.342510151687684,51.45791053665904,1,1,16
1,52.33888368077997,77.00898648803914,7,1,23
1,53.04532719071068,57.73055094863979,8,1,21
1,39.53046921185019,101.38991911270477,5,1,34
1,39.396779723268736,55.32592115974854,8,1,43
1,47.98090410857269,81.82379221962536,5,1,54
1,68.071549822827,116.46712771074472,8,1,48
1,40.95268186068998,100.80507538475375,3,1,71
1,32.18752519637191,55.07236382662142,8,1,47
1,47.710554294166165,88.08221560268427,8,1,43
1,49.6858019559336,104.19461373539295,3,1,4
1,54.48385591109396,52.595751302867,1,1,12
1,22.77815797666827,50.04138637626207,8,0,16
1,25.021331114533524,101.26228330695031,4,1,6
1,59.45629346461193,22.350580970989803,7,1,45
1,36.25414711849267,70.31351360041813,5,1,15
1,59.12303209815709,87.93222416367706,3,1,51
1,45.586684500949445,80.29148901364577,3,1,3
1,48.52474190966939,116.74716199951175,9,1,34
1,38.17925839556678,41.275320481130734,2,1,7
1,48.557483123521365,64.3047563942645,9,1,1
1,25.600351644360615,28.68007315708934,7,1,54
1,44.92334236479279,116.45494329989054,1,1,8
1,50.20202638708854,73.94027756363275,4,1,43
1,53.04780667568799,85.00022668251022,8,1,42
1,42.4457775401396,95.67118171625724,2,1,56
1,54.719958866932046,92.77968724014262,8,1,34
0,66.79748021633992,38.22264748648349,1,0,28
1,51.59515037867271,95.66026850953105,3,0,31
1,39.943636548914455,99.3580217047802,4,0,64
1,49.4607518903383,90.08178790737499,2,1,65
1,40.94181754329155,75.06128391780186,4,1,62
1,64.51203495282117,111.3074890794783,4,1,56
0,47.75559044373277,72.09586126089381,9,0,21
1,41.759311124747896,119.04512921677049,8,1,48
1,38.793558453819415,50.55031933041676,9,1,32
1,30.676554885793813,60.59805660510484,4,1,3
1,54.3016339267502,62.796462523576864,7,1,22
1,34.45311254657054,105.78330289239085,7,1,25
1,52.53786491512371,115.4591139443,4,1,64
1,58.58577668548227,96.97603675589293,1,1,25
1,50.052175875299135,44.45692070487407,7,1,25
1,43.61223122518522,34.96380942853662,5,1,61
1,63.14943358028545,36.30328046058464,4,1,39
1,48.64552762892316,100.66080982668005,6,1,35
1,52.81056910650496,38.02831143682102,3,1,16
1,45.700921853120335,58.17909172770306,2,1,54
1,67.30695892042633,101.1409689019307,8,1,19
1,48.60966684429229,97.8139914145409,9,1,50
1,53.97136613964355,100.99597515403809,4,1,7
0,58.73461821506833,24.7726070270668,6,0,32
1,34.9851828098719,52.762022182808906,4,1,65
0,48.26236961444636,22.555182261826474,2,0,49
1,67.6857887949397,89.23911455388891,9,0,32
1,29.153677260959416,55.00171005477133,1,0,14
1,43.518255573701694,24.50331703606822,5,1,48
1,56.84332207137177,51.3824274615534,6,0,11
1,52.40578893439919,97.62146953897849,6,1,3
1,55.868592988061984,119.42974872539357,4,1,13
1,42.03596139339574,26.540273355850978,7,1,34
1,48.47496657455224,78.97872298754686,1,1,35
1,49.92896764653364,73.69548271305345,5,1,18
1,53.080051112337536,89.09335072534705,3,0,63
1,34.93009021520545,42.0217971190544,1,1,4
1,44.5822096623335,68.9018683364016,1,0,16
1,48.09728364209474,55.11161636082873,2,0,29
1,30.629280664748194,70.07945463585828,2,1,55
1,57.564825258125175,113.44374804065872,2,1,12
1,29.810919068900375,97.4326382379246,4,1,33
1,49.93224555489786,62.435125111074434,3,1,48
1,61.60909157842402,44.5781007144791,9,1,62
1,57.67419928907658,119.2086002021646,6,1,57
1,47.69072002583065,45.586663961674795,9,1,65
1,38.51082004286248,69.14974941786355,1,1,25
1,51.62558709794686,40.98176768313829,5,1,45
1,43.49130400523921,62.93304196401449,1,1,12
0,42.142105317695574,106.2407198671377,4,0,62
1,44.898333083803976,116.76744678991084,4,1,60
1,44.43724163680667,119.45039186163667,9,1,28
1,42.668344212700504,92.92354361499781,7,1,16
1,37.09904862963944,31.699656854189676,4,1,4
1,50.27924744963232,20.614412225541606,3,1,63
1,47.2682536562655,87.59246494922786,6,1,57
1,56.77329907083694,92.80246561210032,8,0,15
1,64.56918902577466,96.9588008307855,6,1,26
1,60.7213227297299,72.72682504239464,8,1,55
0,61.17082601720049,109.79081858188147,4,0,8
1,55.16058977772508,27.51912680487762,2,1,33
1,51.86427154139239,114.37218827211578,3,0,10
1,44.42795643467957,44.39629573018988,2,1,11
1,47.89312474001409,32.4997932239582,7,1,53
1,34.70016725440922,59.94545692266349,1,1,44
1,41.436142578320144,115.5842167976587,9,1,54
1,63.746127990328986,99.45077617331063,8,1,10
1,56.47866064353643,70.14903847412874,1,1,56
0,50.48522001967877,89.50176316036776,3,0,14
1,50.70394222208945,36.92315101593693,1,1,41
1,40.236854699581954,27.831867444287866,3,1,34
1,57.38242215564079,51.567207302752124,1,1,20
1,54.724607761214905,103.25187324309394,2,0,35
1,49.019960494291155,63.824805314025795,5,1,40
1,37.15736059159239,39.46683899167099,9,1,45
1,47.58374097238939,71.80536186057135,9,1,63
1,63.89428010596556,68.02231562921462,3,1,69
1,53.036916178511746,56.5124570984937,7,1,61
0,53.83242964064807,99.05818293753535,6,0,19
0,52.86921895356237,28.998892604589127,2,0,11
1,33.91060393874493,49.06979826999181,8,1,21
0,40.995593059720306,92.05316472737468,6,0,9
1,50.57808087808069,38.667306533761085,8,0,47
1,54.86264585532347,117.17929428262886,9,0,33
1,46.53493292692113,109.34457474014006,5,1,64
1,56.88231792327882,90.09922387381627,6,1,34
1,58.21606792827372,84.48500734469458,6,0,4
1,42.71619218832484,47.1998308783824,5,1,66
1,52.319323506705715,114.30150866609247,5,1,62
1,27.51556906039923,31.858445869590028,5,1,51
1,50.904528439153715,22.86342455097426,2,1,20
1,47.659947140439854,46.400484453008545,4,1,55
1,43.81070138138392,109.65810442421999,9,1,9
1,41.546107755034235,24.430435447539473,7,1,71
1,48.993212396554625,21.881266300550223,7,1,59
1,42.51610197543869,37.58869455300771,9,1,15
1,45.16721391881183,41.12044209381479,5,1,10
1,36.24786633829445,113.76854773374795,5,1,11
1,52.77338209933605,81.5285701816286,7,0,62
1,33.47392818381921,107.35249065769199,2,1,34
1,34.732036801927414,36.90950996828422,4,1,42
1,66.2148386259114,116.4234748476181,3,1,21
0,53.582766823131514,97.9598915839466,2,0,47
1,62.376991160744964,68.72464989654313,9,0,31
1,43.97992178337736,22.579647305997767,8,1,62
1,39.02762996398579,47.82097766135123,4,1,70
1,53.04411994975431,34.02582481941812,9,1,69
1,68.46462050036394,110.44825271956871,4,1,36
1,27.83036037424586,40.537047083794576,4,0,46
1,35.30899367188475,58.05580278722683,7,1,4
1,28.41064369875359,83.46376287545606,8,1,7
1,35.33427402981064,22.991686638040203,3,1,62
1,46.581947365119845,60.85286673916608,8,0,66
1,58.082957687844086,105.88603571940382,2,1,65
1,55.21223664952613,53.71261664054875,4,1,32
0,47.2804652003336,87.90177220907184,1,2,17
1,44.192336481846176,107.92850649368603,6,1,71
1,48.65317800993594,34.22178144179136,8,0,3
1,27.056301400433888,100.6885573531069,2,1,52
1,49.096967655718885,102.03463653547001,3,1,29
1,38.104086315575465,76.58111384593245,7,1,54
1,40.449935252742065,114.89393531859864,6,1,50
1,53.24705315358865,39.98473578703233,9,1,49
1,55.881155742840456,110.64864636663799,7,1,31
1,53.62598568720857,99.42248128310655,4,1,8
1,44.81128369970271,29.686246489563587,3,1,68
1,44.764777896860195,94.0488310720657,3,1,25
1,52.386888418012674,48.45415872869537,8,1,67
1,45.638102058553656,57.56424369098402,8,1,56
1,35.495832748261385,65.24245654485533,3,1,33
1,59.70883432077594,118.5034292643609,2,1,29
1,43.333406130159474,58.043229871231546,7,1,57
1,31.80092315318904,23.342784606178572,9,0,23
1,31.883286129196662,73.16252055231072,1,1,4
1,45.42795711103251,82.32337589096562,9,1,62
1,59.7686025972859,113.87282241329817,6,1,55
1,60.82233876721457,38.70968990805637,7,1,36
1,54.171502451403605,31.46228880776895,9,1,8
1,35.793695210738875,77.30228325843109,2,1,56
1,49.04059110208004,56.58467254698223,6,1,53
1,60.88686954446867,58.946512030150316,7,1,16
1,36.30335727420663,46.35378246720974,4,1,58
1,44.87599505313602,99.21779935655658,8,1,67
1,42.822592595581455,76.03795850567197,9,1,21
1,70.00316549159822,89.42626733818994,3,0,31
1,60.39347273732458,20.1317599251762,1,0,62
1,54.85927045553649,35.554617838683306,7,1,26
1,67.27471878406794,54.99040256147661,7,1,6
1,51.46035215727341,44.27941251011026,6,1,12
1,50.41142837988215,113.06635409474165,3,1,14
1,65.48965072858556,102.44964637226569,6,1,2
1,46.92909866327912,53.702894357205004,4,1,47
1,34.30372486273444,98.4217831473992,8,1,12
1,60.216243659398515,33.21915872025582,1,1,12
1,44.43113133802559,116.07121753960158,7,1,60
1,63.54857234467974,65.39788730235067,2,1,4
1,25.481907859594855,105.75216330083705,5,1,4
1,59.851827202929385,59.29079233434706,6,1,60
1,52.25076347037568,53.27522068907871,6,1,51
1,43.64821459505599,119.3090964809617,9,1,10
0,45.27260628119586,46.561386356540176,3,0,42
1,54.164469310583065,55.82956395043016,2,1,44
1,47.289784469060265,92.21791335637498,8,1,10
1,51.2494680671184,85.23862045509449,8,1,16
1,47.250226519710495,22.167029907277495,6,1,45
0,49.60561998128162,113.27290869812744,7,0,34
1,55.33010505829504,101.17249336659184,3,1,28
0,31.66597206216032,55.17396427909152,4,0,19
1,46.17853020933808,66.01348027797509,8,1,40
1,51.424719782393524,83.52403234182835,5,1,46
0,42.017503209220706,52.159981300815566,9,2,45
1,66.08187904686218,42.234740005301504,3,0,30
1,39.64762619444606,21.61330873514033,5,1,31
1,44.8724154660876,95.90688054498548,8,1,23
1,41.027690058082214,83.63663858896889,9,1,69
1,56.532160835974985,111.87696868850995,9,1,2
1,51.58814837838745,62.94568277862426,8,1,13
1,67.38548918528102,67.87178717362607,6,1,47
1,40.3860463230062,113.91864596766986,8,1,54
1,37.57228209138496,48.37773438253437,2,1,34
